0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2.251918865771037,2.220455077546767,2.2222381463218306,2.242854394854794,2.255026808873987,2.4025740553850006,2.447741472780835,2.5883012943206345,2.664226486693407,2.8066189246290105,2.621070912510421,2.878329583470139,2.8867750319129244,3.1928030870427224,3.15896843709636,3.5172618080342395,3.546233367074537
2.2512467450330074,2.219768532318172,2.221539597496191,2.2422027104929088,2.254297736615863,2.4022319427821817,2.4468622647761507,2.5883373454599923,2.663926598508427,2.806198758384235,2.6209574936489375,2.877967538843993,2.8859446856091497,3.1945875478315604,3.1588264113430964,3.5179346146921002,3.5463611700783613
2.251604117334657,2.2202413933452663,2.221906580745121,2.242620036222619,2.254423102586876,2.401992008025262,2.446461982136832,2.588379989499374,2.6635089338536235,2.8072105587270944,2.620502728800916,2.8764215804500743,2.8843252167834494,3.193987710939261,3.158496443556111,3.5180419813197803,3.5455434769780596
2.254512869318655,2.2231956581274694,2.22469743521462,2.244388305268621,2.255764083926326,2.4020368913911514,2.445834002357345,2.5888344396312375,2.66226415882272,2.807360944632652,2.620425018118875,2.8741218284403542,2.881665962085781,3.1920624711573233,3.15704521472569,3.518371852271025,3.544087648449947
2.2561807197013826,2.224866607253905,2.2262547960170247,2.245229904692448,2.256253152835547,2.402493617162925,2.4455248058367745,2.5889320016401554,2.6611092473593345,2.808733397587882,2.620279086657397,2.872845339704318,2.879805408578739,3.193567104898829,3.1570601274297827,3.5195457919574893,3.5427166480308303
2.2595095935471083,2.2283664930179916,2.2295632859392986,2.2483964334186193,2.258895170771342,2.404730474358955,2.446821242735428,2.5900974681992937,2.661261231054617,2.812414269351639,2.621004870535154,2.8733035664300752,2.879636527046676,3.1980772295294537,3.1593619129900605,3.521137819955123,3.5421815821447
2.2698836548834715,2.239384269941732,2.240149998562594,2.258566074506024,2.2678817211947715,2.41291735523435,2.452171950014601,2.5965110929880333,2.6644110071976193,2.82326234163952,2.6268396112650225,2.878042513916355,2.88283370428483,3.2061479075158155,3.1629285669974716,3.5211541851953285,3.5420883293262504
2.278740154906924,2.248870734877359,2.249156593984382,2.2675674407978055,2.2756306140142497,2.420795088007045,2.4571003082100065,2.602409067456685,2.668061811463839,2.8329683331996796,2.6330028188278938,2.884301927787772,2.887231451038185,3.2159870482196595,3.1665140555564806,3.521516883462725,3.542670118457346
2.2908815169318806,2.261736234572478,2.261398858851316,2.281360336383155,2.28751047112101,2.4372481098117302,2.46792620511323,2.6176083569244364,2.6820174395117062,2.850771293649845,2.6523202418472627,2.895445639592503,2.895260876998939,3.2334991141042773,3.168686565402708,3.5230244706943274,3.544516098185389
2.312439525323303,2.284011311624979,2.283169905872634,2.3035515052662,2.307693993006644,2.4625031615356336,2.483202382159225,2.6491266959493913,2.7002088081184663,2.8798545527172257,2.679317901145839,2.913234268353021,2.90778599906493,3.253750759933607,3.1685069351034096,3.523138930540026,3.54557499701171
