0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2.4444897723162513,2.414036997107254,2.4024070225089456,2.376988855813205,2.4168278759660655,2.5232909915556347,2.5900824947174748,2.753423007776744,2.8725497181052417,2.90822235137451,2.913147176425199,3.038469660323457,3.0659154455968896,3.392087256474703,3.353168697520079,3.754718107050208,3.7341587828116225
2.443806880602166,2.4131857332452333,2.4020400797240113,2.377541691093688,2.4160287913961915,2.5252767381099024,2.589196873293047,2.75738913628343,2.871647500571722,2.9088140046728697,2.9127554801216187,3.039026393479441,3.0652431424415107,3.392085488366228,3.3530697638140605,3.754180561889603,3.734244013676962
2.443870918276379,2.413021974253046,2.40236495760096,2.378426199413462,2.4156196470767077,2.527078665677651,2.5888619533636477,2.7604984474601144,2.8716732506605993,2.909446027102451,2.913113100152777,3.040002642518484,3.06540828779148,3.391744806010572,3.3529700907172257,3.753193981471268,3.7346615364195586
2.4440244061657,2.4130417931416757,2.402555141777988,2.379209551836339,2.415977351494861,2.5284729799471184,2.5894435967569835,2.7634549820092955,2.873317784426669,2.9064360635299056,2.9130138610462035,3.0398178591091605,3.0651024210990636,3.390601048785689,3.3524943409478127,3.7517635013466353,3.733727444712353
2.446106450336987,2.4150767252589684,2.4045092070431315,2.380832000320188,2.4178523340900435,2.529771285926407,2.591241570191234,2.765118273798911,2.8759873549704,2.9036170074514924,2.913197246042461,3.0391086225788015,3.064752721390186,3.3896498385737055,3.351776665717916,3.7508074207994895,3.7325903420048205
2.4502231372987264,2.419060128989139,2.4084969024547815,2.3839285208394285,2.4208855402521747,2.532309502084178,2.5937565919805587,2.770188774914206,2.8805588637266957,2.90124708307309,2.9129359356836075,3.0389680579550595,3.0650736812994923,3.38827119617481,3.351246522502335,3.7490728099434882,3.7323875238890536
2.4549308225550046,2.423781894818361,2.4127723816312656,2.3864206858082895,2.4245723839699904,2.532805649395904,2.5969482045883137,2.770951344025648,2.885505629396186,2.897617960060117,2.91301525945927,3.0382746379586933,3.0660204069454355,3.3864562488992016,3.3508161006047295,3.7472451805080027,3.731936559785715
2.456892410318022,2.4257462794075115,2.4148060117777725,2.388189581894987,2.4258742100925152,2.5382048740240792,2.598932504508375,2.7800209689628246,2.8887726598672443,2.898678728702681,2.918576603560866,3.0424689127350466,3.068691617007934,3.388492868756402,3.352009284498338,3.7418186144933214,3.7322784476698763
2.4573688351833978,2.426862020149927,2.416949971893103,2.3932768157459376,2.428684875692531,2.547126604724201,2.604642273279569,2.7913973968058556,2.8958836385309574,2.9077408311419837,2.9298995059382524,3.047378017694024,3.072323536847039,3.3917353546670896,3.3556870144206528,3.743229034623623,3.7356897075713342
2.4627087478091028,2.4337059501391,2.42443635213343,2.4044591052784425,2.4385572379509535,2.55956466919032,2.6148706039950973,2.8063663960375727,2.910019810449931,2.927283026869904,2.950727373706724,3.0596971206072197,3.0836433048503116,3.397441506852766,3.3599361648545765,3.747262588339622,3.7389016695002617
